clust_logFCS,clust_logFCS_ipczone_predict_m3
3.8957961,
3.8433914,
3.6068509,
3.9071677,
3.7298448,
3.7986944,
3.6515052,
3.6250021,
3.2594001,
3.4303918,
3.9009693,
3.8225818,
3.9159296,
3.7907922,
4.1305733,
4.2029138,
3.428915,3.7935307
3.6798742,3.7935307
3.7920558,3.8776295
4.0930805,4.0183144
4.190258,3.9905798
3.8311379,3.7501059
3.9229758,3.6762822
3.8413706,3.9576344
3.9842088,3.9576344
4.1571102,3.9576344
3.9729879,3.9576344
3.9403157,3.8723633
4.0288696,3.8723633
4.1738367,3.9316542
3.7983389,3.7824936
4.1300206,3.7824936
3.9762981,3.7824936
4.0003853,3.7824936
3.9890115,3.8141904
3.6776738,3.8116927
3.6663437,3.8116927
3.6813517,3.8119252
3.8371463,3.8119252
3.9293499,3.8119252
3.7933254,3.8119252
3.6920769,3.7384703
3.6053014,3.7384703
3.6528952,3.6586876
3.8649695,3.8069603
3.5762422,3.6586876
3.8035097,3.8138247
3.8875649,3.8138247
4.2200193,4.0791774
4.1250758,4.0791774
3.9934938,3.8119252
3.6811516,3.6883583
3.8902903,3.6885843
3.7477138,3.6885843
3.992913,3.6403584
3.924525,3.7757843
3.6673386,3.6503561
3.827879,3.6503561
3.8692138,3.932718
4.1253071,3.7757843
3.8604779,3.8703628
3.8791885,3.8703628
3.7130911,3.8655674
3.8417895,4.0127139
3.7849798,3.8395448
3.8965657,3.8395448
3.8511496,3.8677268
3.7984719,3.8677268
3.4644091,3.775717
3.6455102,3.775717
3.6218488,3.7362099
3.7508736,3.7362099
3.7991931,3.7383282
3.5877042,3.7383282
3.6742008,3.7207925
3.6508844,3.7506282
3.7491934,3.7506282
3.7380006,3.7835987
3.8884969,3.8395448
3.8522282,3.7835987
4.0095253,3.7757843
4.1054387,3.932718
4.0627818,3.932718
4.246439,4.1353369
3.5881505,3.7712703
3.7645411,3.8391476
3.7541988,3.8391476
4.1231403,3.9852462
4.1161008,4.0388508
3.9695358,3.9550462
4.0301847,3.9048278
3.8806555,3.7928972
4.1612439,3.7928972
3.8810244,3.8249247
4.2594485,3.8249247
4.0636339,3.8221009
3.7058008,3.8221009
4.1514592,3.755465
3.8190532,3.6932449
3.9536562,3.6932449
3.8637321,3.8448486
4.1111913,3.8448486
4.223289,4.0780439
4.0230479,3.8221009
4.4733653,4.0780439
4.0504851,3.8221009
3.8283892,3.6440673
3.7391696,3.9711006
3.7367764,3.8786201
4.1461926,3.8786201
4.0300303,3.9832454
3.7888672,3.8386805
3.7595384,
4.2690978,3.8226259
3.8804801,3.8580382
3.5273159,3.8934948
3.6484458,3.7351418
3.7694745,3.7324944
3.6295667,3.7324944
3.3310273,
3.5688164,3.6799355
3.7975435,3.6799355
3.8456302,3.848407
3.989639,3.848407
3.7946489,3.7985718
4.0490174,3.9711006
4.1691937,4.1008201
3.9552462,3.9832454
3.7831943,3.739944
3.9334564,3.739944
3.8880253,3.8149478
4.1012278,3.9796939
4.0804572,4.0150657
3.9100244,4.0150657
4.0426173,4.0163574
4.1560116,4.0150657
3.7499366,3.9166605
3.7136557,3.9166605
3.8122923,3.9166605
4.2483554,3.9166605
3.9542117,3.8978579
4.147902,3.9524653
3.8776166,3.9524653
3.9626484,3.9524653
3.7284675,3.848177
4.1721888,3.9524653
3.8313725,3.784934
3.8320467,3.7907484
3.811233,3.7907484
3.8637075,3.8961296
3.8373795,3.8520806
3.7580433,3.8520806
4.0642056,3.8158686
3.6028121,3.8158686
3.8067875,3.8158686
3.5111272,3.6889992
3.8925655,3.8484604
3.9389904,3.8484604
4.1558933,3.8158686
3.984329,4.079915
4.0250258,4.079915
3.9662912,4.079915
3.8231146,3.8158686
3.6695645,3.7370582
3.6917555,
3.8708167,3.7810886
3.7024362,3.9095478
3.6023521,3.9095478
3.804709,3.883044
3.8281975,3.845577
3.8093145,4.0027971
3.753212,3.8211963
3.843673,3.8369594
3.860554,3.8737211
3.868217,3.8737211
3.7726619,3.8822896
3.6605942,3.7386103
3.673929,
3.5850341,3.7430747
3.7958715,3.8737211
3.2555242,3.7194521
3.8594813,3.7194521
3.77719,3.7435007
3.8027773,3.8444118
3.7141001,3.8211963
3.9084938,3.9257019
3.6861508,3.9257019
3.9208462,3.9626324
3.7976089,3.9626324
3.8404703,3.9626324
4.2088032,3.9626324
4.0823679,3.9626324
4.142293,4.1235695
4.1577468,4.1235695
4.3307033,4.0027971
3.6877089,3.7730646
3.9140489,3.7459385
3.6944127,3.8083014
3.8827252,3.8083014
3.9190927,3.8083014
3.7661073,3.8691347
3.9701531,3.8691347
3.8786705,4.0130897
4.1005697,4.0039587
4.0238433,4.0124707
3.872673,4.0124707
3.8078439,3.9336457
3.781595,3.7140241
3.8148563,3.7095208
3.7460408,3.7095208
4.1126695,3.9336457
3.985142,4.0130897
4.0655975,4.0130897
3.9764349,4.0130897
3.6952732,3.9085
3.9247665,3.9085
3.8805988,3.9085
3.9911399,3.9447229
4.0761056,3.9447229
3.8943224,3.8507566
3.7888808,3.7991121
4.2113018,3.7999518
3.4433472,3.7999518
3.7651253,3.8681784
3.8049319,3.8681784
3.9562526,3.8930058
3.6132338,3.8158607
3.752491,3.8158607
3.4877872,3.7676342
3.5930114,3.7676342
3.5868328,3.7676342
3.6164744,3.7676342
3.7377663,3.7676342
3.6098733,3.6866775
3.7716475,3.8484254
3.822886,3.8484254
3.9935279,4.0767355
4.2007227,4.0767355
3.8164256,3.8158607
3.8440769,4.0767355
3.6256349,3.7514725
3.7457993,3.6889691
3.4465837,3.7301667
3.6691909,3.6330361
3.5126946,3.6330361
3.7702773,3.7781487
3.6848125,3.9610808
3.8261054,3.9610808
3.7608714,3.8546159
3.7187185,3.8546159
4.1003428,3.846554
3.7530079,4.0065446
3.8612692,3.832701
3.7485855,3.832701
3.8215001,3.832701
3.8494449,3.8770599
4.1923609,3.8770599
3.9576001,3.7462382
3.8618138,3.7158785
3.3938298,3.7158785
3.552357,3.7423732
3.7505662,3.7423732
3.5330768,3.7261486
3.7009184,
3.9560745,3.7543423
3.8220162,3.7543423
3.822973,3.832701
3.7990971,3.8114221
4.0246348,3.9093156
4.0898347,3.9610808
4.1717734,4.1285167
3.7962494,3.7346065
3.7420213,3.7346065
3.6874986,3.7262619
3.6104119,3.7346065
3.7972047,3.7346065
3.8039296,3.8000188
3.6574843,3.8339
4.0968561,4.0038233
4.2034812,3.9751287
4.1434951,4.0038233
3.9841347,4.0038233
4.246778,3.9751287
4.1026349,4.0115018
4.2147441,4.0298724
3.819515,3.9180679
3.8938043,3.7144482
3.7896259,3.9180679
4.0540819,4.0038233
4.0801325,3.9180679
3.9711566,3.9097717
3.7733974,3.9097717
4.1503139,3.9097717
3.8953264,3.8990223
4.0537076,3.9614046
3.7367022,3.8010647
4.1710992,3.8010647
3.5802035,3.797447
3.7477517,3.797447
4.0156116,3.8661673
4.0732765,3.8661673
4.0181966,3.8661673
3.7534146,3.8229556
3.5451179,3.8229556
3.6889572,3.8229556
3.586884,3.8229556
3.7449038,3.8229556
3.735851,3.7560019
3.8951688,3.7560019
3.783778,3.7560019
3.5337107,3.7560019
3.7269306,3.6951869
3.8251946,3.6951869
3.8165567,3.6951869
3.7104301,3.6951869
3.7747838,3.8456101
3.7208622,3.8456101
3.8755589,4.0787468
3.8690186,3.7222245
3.862282,3.7181656
4.0621223,3.7181656
3.769233,3.6306543
3.8365622,3.7762175
3.9427571,3.9105308
3.8599021,3.9105308
3.903688,3.9105308
3.8117001,3.9619668
3.8714225,3.7640204
3.7882504,3.8682616
3.6993754,3.8682616
3.8115165,3.8682616
3.9072084,3.7348959
4.2842131,4.011723
3.9768937,3.8456295
3.951036,3.8456295
3.9270968,3.8363161
4.0721822,3.8363161
3.8788211,3.8758349
3.9508622,3.8855338
3.7707906,3.9133079
3.8051298,3.9133079
3.7375555,3.9133079
3.7012672,3.7467172
3.6000323,3.7467172
3.6828971,3.7467172
3.9278376,
3.9283459,3.7411833
3.8154273,3.7411833
3.8760276,3.7411833
3.9398093,3.7252045
3.9745471,3.7252045
3.8097532,3.7252045
3.7456319,3.8317649
3.8589869,3.8317649
3.7630835,3.8012748
3.9103026,3.8363161
3.6864624,3.8363161
4.1136656,3.9619668
4.1679573,4.1353145
4.2652955,4.011723
4.078208,4.011723
3.6110394,3.7311208
4.0867577,4.0627685
4.1026874,4.039114
4.0682878,4.0148735
3.7178438,3.949517
4.1690516,3.949517
4.1260076,4.039114
3.6797531,3.8936508
3.8841419,3.9544539
3.9120786,3.7956991
3.7426519,3.7956991
3.743185,3.7956991
3.8315892,3.8029208
3.6114998,3.8029208
4.0142374,3.8875117
3.9084847,3.8383565
3.8901103,4.1357298
3.5933232,3.7703154
3.8459108,3.6889391
4.0626636,3.8451674
4.0561142,3.8451674
3.9952502,4.1357298
4.1598439,4.1357298
4.0769825,3.8383565
4.0578866,3.6921513
3.731437,3.7749076
3.7718937,3.6537502
3.9795847,3.8553054
3.8884993,
3.7152534,3.8198671
3.9014177,3.873368
3.6575997,
3.6889226,
3.6878748,
3.8139179,
3.7972891,
3.7465611,
3.8550992,
3.828887,
3.9350686,3.7944131
4.0153956,3.910084
4.324347,3.9690971
4.1382713,
4.0766635,
3.6324029,3.7360682
3.5920858,3.7360682
3.8664851,3.7360682
3.835552,3.7391193
3.7613709,3.8636096
4.0793805,3.9752355
4.0699353,3.9995141
3.9626055,3.9995141
3.9700658,4.0232959
3.9740949,4.0422664
4.0423613,4.0020833
4.132751,4.0020833
3.5039699,3.9752355
3.5647979,3.7889986
3.9571698,3.9752355
4.0548263,3.9752355
3.8807201,4.0232959
4.0847344,3.8643882
3.8203382,3.8643882
3.8733225,3.8643882
4.0828404,3.9232845
3.7540188,3.9232845
3.7123218,3.7714407
3.7871675,3.7714407
3.8290179,3.7812123
3.6330421,3.7812123
3.5129116,3.7812123
3.4700599,3.7928421
3.7969377,3.7928421
3.7337303,3.7928421
3.5810254,3.7928421
3.8072,3.7392678
3.8458664,3.7392678
3.6360345,3.642416
3.7424657,3.642416
3.5088694,3.642416
3.9281611,3.8206472
3.7886827,3.8206472
4.0185342,3.8206472
4.2014508,4.022923
3.9381959,3.7928421
3.7903481,4.022923
3.8999734,4.022923
4.0649905,3.7928421
3.8101511,3.6809278
3.734107,3.6809278
3.6278491,3.6809278
3.6267924,3.6188831
3.6546645,3.7411013
3.7738068,3.9036188
3.7465913,3.9568801
3.8607512,3.9568801
3.9856348,3.871139
4.0303631,3.871139
3.7561445,
3.793354,
3.7325153,3.835592
3.7734056,3.835592
3.8799105,3.905189
4.157424,3.905189
3.861671,3.9538641
4.0268712,3.9538641
3.7149696,3.905189
3.8723497,
3.6740143,
3.7110231,
4.0998125,
3.5515015,
3.6728477,
3.7046404,
3.8217645,
3.5007548,
3.6263626,3.7143934
3.4994767,3.835592
3.719039,3.7435789
4.0493155,3.9568801
4.0753093,3.9568801
4.5218005,
4.2287679,
3.6575587,3.7186589
3.7153931,3.7278135
3.5921345,3.8023865
3.8338685,3.8023865
4.0500031,4.0149546
4.4506931,4.0072932
3.4386621,3.8298099
3.4970751,3.8298099
3.9072759,3.8298099
3.7071161,3.789289
3.7113237,3.789289
3.4631667,3.789289
3.6348729,3.8394787
4.0815754,3.8394787
3.5251071,3.7465963
3.6214542,3.7550578
3.5940809,3.6846671
3.4005225,3.8373144
3.6394231,3.6737688
3.7091131,3.6737688
3.6045275,3.8373144
3.1962385,3.8373144
4.0172911,3.8373144
3.3965664,3.695811
3.8185904,3.695811
4.0982165,3.695811
3.5331571,3.695811
3.5485477,3.5635605
3.6948891,3.7851548
3.6600847,3.7851548
4.1019239,4.101872
3.7911065,3.6977725
3.6834636,3.6977725
3.3471808,3.743212
3.7502642,3.618304
3.4869084,3.8071668
3.7665718,3.8071668
3.8569782,3.7759185
3.6652234,3.7759185
3.5847678,3.8283999
3.7999172,3.8283999
3.843709,3.8234076
4.0959139,3.8234076
3.6827257,3.6705375
3.8491385,3.6758401
3.77423,3.5691137
3.6260777,3.6892638
3.4503989,3.6892638
3.6716833,3.7360356
3.5983672,3.7360356
3.7041273,3.5369868
3.5975187,3.5369868
3.8041813,3.7683871
3.974762,3.8677788
3.7343276,3.7959287
3.9371347,3.9058316
3.6511688,3.9058316
4.0052867,3.743212
4.0668554,3.8163135
4.1440897,4.135179
4.1809835,3.9597063
3.5574934,3.738966
3.465596,3.798085
3.5732334,3.860673
4.0591154,3.9345422
3.96422,3.9345422
3.9536719,4.0093026
3.9835513,3.996783
3.6447661,3.7096381
3.8073738,3.8736274
3.6342654,3.8736274
4.0276194,3.8736274
3.5113714,3.8164804
3.7830005,3.8938742
3.8587115,3.8938742
3.6719575,3.7662733
3.5969834,3.7662733
3.3985407,3.7275033
3.5757735,3.7275033
3.4812198,3.7433567
3.695091,3.6464128
3.6110628,3.6464128
3.648488,3.6464128
3.7610683,3.5625961
3.6458299,3.5625961
3.5760016,3.5636611
3.4509323,3.8022239
4.102891,4.0893726
3.5860262,4.0893726
3.6482675,3.7433567
3.8718994,3.7290206
3.642993,3.8224926
3.7997458,3.6304774
3.5383146,3.8161292
4.0129547,3.8087809
3.5351419,3.588953
3.5473676,3.8419316
4.1563544,3.9768395
3.5604608,3.8267784
3.7065463,3.8267784
3.6839414,3.743937
3.9299369,3.743937
3.4188042,3.6451361
3.6513655,3.7400744
3.4565077,3.7400744
3.5727167,3.7583094
3.8699934,3.7583094
3.8246684,3.6147366
3.5242543,3.8633559
3.846525,3.8633559
3.6657221,3.7829118
4.0402508,3.8772166
4.2241273,3.8772166
4.2935615,4.123692
4.4004464,3.9768395
